,InterestingEventTime,EventDescription,currentThreadID,BotNumber
1900,2022-04-29 18:03:02.980000, Dynamic Status,43,3466
1901,2022-04-29 18:03:04.984200, Dynamic Status,43,3466
1902,2022-04-29 18:03:06.984400, Dynamic Status,43,3466
1903,2022-04-29 18:03:08.985600, Dynamic Status,43,3466
1904,2022-04-29 18:03:10.985800, Dynamic Status,43,3466
1905,2022-04-29 18:03:12.989000, Dynamic Status,43,3466
1906,2022-04-29 18:03:14.991200, Dynamic Status,43,3466
1907,2022-04-29 18:03:16.995400, Dynamic Status,43,3466
1908,2022-04-29 18:03:18.997600, Dynamic Status,43,3466
1909,2022-04-29 18:03:21.005800, Dynamic Status,43,3466
1910,2022-04-29 18:03:23.006000, Dynamic Status,43,3466
1911,2022-04-29 18:03:25.009200, Dynamic Status,43,3466
1912,2022-04-29 18:03:27.014400, Dynamic Status,43,3466
1913,2022-04-29 18:03:29.018600, Dynamic Status,43,3466
1914,2022-04-29 18:03:31.020800, Dynamic Status,43,3466
1915,2022-04-29 18:03:33.023000, Dynamic Status,43,3466
1916,2022-04-29 18:03:35.026200, Dynamic Status,43,3466
1917,2022-04-29 18:03:37.025400, Dynamic Status,43,3466
1918,2022-04-29 18:03:39.029600, Dynamic Status,43,3466
1919,2022-04-29 18:03:41.030800, Dynamic Status,43,3466
1920,2022-04-29 18:03:43.032000, Dynamic Status,43,3466
1921,2022-04-29 18:03:45.036200, Dynamic Status,43,3466
1922,2022-04-29 18:03:47.041400, Dynamic Status,43,3466
1923,2022-04-29 18:03:49.044600, Dynamic Status,43,3466
1924,2022-04-29 18:03:51.048800, Dynamic Status,43,3466
1925,2022-04-29 18:03:53.052000, Dynamic Status,43,3466
1926,2022-04-29 18:03:55.051200, Dynamic Status,43,3466
1927,2022-04-29 18:03:57.052400, Dynamic Status,43,3466
1928,2022-04-29 18:03:59.061600, Dynamic Status,43,3466
1929,2022-04-29 18:04:01.066800, Dynamic Status,43,3466
1930,2022-04-29 18:04:03.064000, Dynamic Status,43,3466
1931,2022-04-29 18:04:05.074200, Dynamic Status,43,3466
1932,2022-04-29 18:04:07.084400, Dynamic Status,43,3466
1933,2022-04-29 18:04:09.085600, Dynamic Status,43,3466
1934,2022-04-29 18:04:11.087800, Dynamic Status,43,3466
1935,2022-04-29 18:04:13.099000, Dynamic Status,43,3466
1936,2022-04-29 18:04:15.109200, Dynamic Status,43,3466
1937,2022-04-29 18:04:17.111400, Dynamic Status,43,3466
1938,2022-04-29 18:04:19.113600, Dynamic Status,43,3466
1939,2022-04-29 18:04:21.114800, Dynamic Status,43,3466
1940,2022-04-29 18:04:23.124000, Dynamic Status,43,3466
1941,2022-04-29 18:04:25.137200, Dynamic Status,43,3466
1942,2022-04-29 18:04:27.137400, Dynamic Status,43,3466
1943,2022-04-29 18:04:29.148600, Dynamic Status,43,3466
1944,2022-04-29 18:04:31.143800, Dynamic Status,43,3466
1945,2022-04-29 18:04:33.145000, Dynamic Status,43,3466
1946,2022-04-29 18:04:35.146200, Dynamic Status,43,3466
1947,2022-04-29 18:04:37.149400, Dynamic Status,43,3466
1948,2022-04-29 18:04:39.149600, Dynamic Status,43,3466
1949,2022-04-29 18:04:41.152800, Dynamic Status,43,3466
1950,2022-04-29 18:04:43.154000, Dynamic Status,43,3466
1951,2022-04-29 18:04:45.157200, Dynamic Status,43,3466
1952,2022-04-29 18:04:47.156400, Dynamic Status,43,3466
1953,2022-04-29 18:04:49.167600, Dynamic Status,43,3466
1954,2022-04-29 18:04:51.170800, Dynamic Status,43,3466
1955,2022-04-29 18:04:53.182000, Dynamic Status,43,3466
1956,2022-04-29 18:04:55.182200, Dynamic Status,43,3466
1957,2022-04-29 18:04:57.188400, Dynamic Status,43,3466
1958,2022-04-29 18:04:59.187600, Dynamic Status,43,3466
1959,2022-04-29 18:05:01.193800, Dynamic Status,43,3466
1960,2022-04-29 18:05:03.194000, Dynamic Status,43,3466
1961,2022-04-29 18:05:05.205200, Dynamic Status,43,3466
1962,2022-04-29 18:05:07.211500, Dynamic Status,43,3466
1963,2022-04-29 18:05:09.472700, Dynamic Status,43,3466
1964,2022-04-29 18:05:11.215900, Dynamic Status,43,3466
1965,2022-04-29 18:05:13.218100, Dynamic Status,43,3466
1966,2022-04-29 18:05:15.218300, Dynamic Status,43,3466
1967,2022-04-29 18:05:17.223500, Dynamic Status,43,3466
1968,2022-04-29 18:05:19.224700, Dynamic Status,43,3466
1969,2022-04-29 18:05:21.228900, Dynamic Status,43,3466
1970,2022-04-29 18:05:23.230100, Dynamic Status,43,3466
1971,2022-04-29 18:05:25.233300, Dynamic Status,43,3466
1972,2022-04-29 18:05:27.236500, Dynamic Status,43,3466
1973,2022-04-29 18:05:29.248700, Dynamic Status,43,3466
1974,2022-04-29 18:05:31.250900, Dynamic Status,43,3466
1975,2022-04-29 18:05:33.253100, Dynamic Status,43,3466
1976,2022-04-29 18:05:35.254300, Dynamic Status,43,3466
1977,2022-04-29 18:05:37.256500, Dynamic Status,43,3466
1978,2022-04-29 18:05:39.300700, Dynamic Status,43,3466
1979,2022-04-29 18:05:41.260900, Dynamic Status,43,3466
1980,2022-04-29 18:05:43.271100, Dynamic Status,43,3466
1981,2022-04-29 18:05:45.271300, Dynamic Status,43,3466
1982,2022-04-29 18:05:47.283500, Dynamic Status,43,3466
1983,2022-04-29 18:05:49.283700, Dynamic Status,43,3466
1984,2022-04-29 18:05:51.298900, Dynamic Status,43,3466
1985,2022-04-29 18:05:53.286100, Dynamic Status,43,3466
1986,2022-04-29 18:05:55.288300, Dynamic Status,43,3466
1987,2022-04-29 18:05:57.291500, Dynamic Status,43,3466
1988,2022-04-29 18:05:59.294700, Dynamic Status,43,3466
1989,2022-04-29 18:06:01.299900, Dynamic Status,43,3466
1990,2022-04-29 18:06:03.307100, Dynamic Status,43,3466
1991,2022-04-29 18:06:05.314300, Dynamic Status,43,3466
1992,2022-04-29 18:06:07.325500, Dynamic Status,43,3466
1993,2022-04-29 18:06:09.332700, Dynamic Status,43,3466
1994,2022-04-29 18:06:11.341900, Dynamic Status,43,3466
1995,2022-04-29 18:06:13.343100, Dynamic Status,43,3466
1996,2022-04-29 18:06:15.351300, Dynamic Status,43,3466
1997,2022-04-29 18:06:17.360500, Dynamic Status,43,3466
1998,2022-04-29 18:06:19.367700, Dynamic Status,43,3466
1999,2022-04-29 18:06:21.371900, Dynamic Status,43,3466
2000,2022-04-29 18:06:23.378100, Dynamic Status,43,3466
2001,2022-04-29 18:06:25.379300, Dynamic Status,43,3466
2002,2022-04-29 18:06:27.388500, Dynamic Status,43,3466
2003,2022-04-29 18:06:29.394700, Dynamic Status,43,3466
2004,2022-04-29 18:06:31.398900, Dynamic Status,43,3466
2005,2022-04-29 18:06:33.411100, Dynamic Status,43,3466
2006,2022-04-29 18:06:35.418300, Dynamic Status,43,3466
2007,2022-04-29 18:06:37.428500, Dynamic Status,43,3466
2008,2022-04-29 18:06:39.429700, Dynamic Status,43,3466
2009,2022-04-29 18:06:41.436900, Dynamic Status,43,3466
2010,2022-04-29 18:06:43.437100, Dynamic Status,43,3466
2011,2022-04-29 18:06:45.445300, Dynamic Status,43,3466
2012,2022-04-29 18:06:47.454500, Dynamic Status,43,3466
2013,2022-04-29 18:06:49.462700, Dynamic Status,43,3466
2014,2022-04-29 18:06:51.467900, Dynamic Status,43,3466
2015,2022-04-29 18:06:53.468100, Dynamic Status,43,3466
2016,2022-04-29 18:06:55.476300, Dynamic Status,43,3466
2017,2022-04-29 18:06:57.486500, Dynamic Status,43,3466
2018,2022-04-29 18:06:59.493700, Dynamic Status,43,3466
2019,2022-04-29 18:07:01.504900, Dynamic Status,43,3466
2020,2022-04-29 18:07:03.505100, Dynamic Status,43,3466
2021,2022-04-29 18:07:05.519300, Dynamic Status,43,3466
2022,2022-04-29 18:07:07.521500, Dynamic Status,43,3466
2023,2022-04-29 18:07:09.526700, Dynamic Status,43,3466
2024,2022-04-29 18:07:11.533900, Dynamic Status,43,3466
2025,2022-04-29 18:07:13.544100, Dynamic Status,43,3466
2026,2022-04-29 18:07:15.551300, Dynamic Status,43,3466
2027,2022-04-29 18:07:17.558500, Dynamic Status,43,3466
2028,2022-04-29 18:07:19.566700, Dynamic Status,43,3466
2029,2022-04-29 18:07:21.573900, Dynamic Status,43,3466
2030,2022-04-29 18:07:23.581100, Dynamic Status,43,3466
2031,2022-04-29 18:07:25.588300, Dynamic Status,43,3466
2032,2022-04-29 18:07:27.595500, Dynamic Status,43,3466
2033,2022-04-29 18:07:29.602700, Dynamic Status,43,3466
2034,2022-04-29 18:07:31.607900, Dynamic Status,43,3466
2035,2022-04-29 18:07:33.616100, Dynamic Status,43,3466
2036,2022-04-29 18:07:35.627300, Dynamic Status,43,3466
2037,2022-04-29 18:07:37.636500, Dynamic Status,43,3466
2038,2022-04-29 18:07:39.639700, Dynamic Status,43,3466
2039,2022-04-29 18:07:41.644900, Dynamic Status,43,3466
2040,2022-04-29 18:07:43.647100, Dynamic Status,43,3466
2041,2022-04-29 18:07:45.657300, Dynamic Status,43,3466
2042,2022-04-29 18:07:47.664500, Dynamic Status,43,3466
2043,2022-04-29 18:07:49.671700, Dynamic Status,43,3466
2044,2022-04-29 18:07:51.680900, Dynamic Status,43,3466
2045,2022-04-29 18:07:53.694100, Dynamic Status,43,3466
2046,2022-04-29 18:07:55.697300, Dynamic Status,43,3466
2047,2022-04-29 18:07:57.702500, Dynamic Status,43,3466
2048,2022-04-29 18:07:59.716700, Dynamic Status,43,3466
2049,2022-04-29 18:08:01.714900, Dynamic Status,43,3466
2050,2022-04-29 18:08:03.725100, Dynamic Status,43,3466
2051,2022-04-29 18:08:05.727300, Dynamic Status,43,3466
2052,2022-04-29 18:08:07.729500, Dynamic Status,43,3466
2053,2022-04-29 18:08:09.729700, Dynamic Status,43,3466
2054,2022-04-29 18:08:11.730900, Dynamic Status,43,3466
2055,2022-04-29 18:08:13.731100, Dynamic Status,43,3466
2056,2022-04-29 18:08:15.736300, Dynamic Status,43,3466
2057,2022-04-29 18:08:17.741500, Dynamic Status,43,3466
2058,2022-04-29 18:08:19.744700, Dynamic Status,43,3466
2059,2022-04-29 18:08:21.750900, Dynamic Status,43,3466
2060,2022-04-29 18:08:23.761100, Dynamic Status,43,3466
2061,2022-04-29 18:08:25.766300, Dynamic Status,43,3466
2062,2022-04-29 18:08:27.766500, Dynamic Status,43,3466
2063,2022-04-29 18:08:29.767700, Dynamic Status,43,3466
2064,2022-04-29 18:08:31.767900, Dynamic Status,43,3466
2065,2022-04-29 18:08:33.772100, Dynamic Status,43,3466
2066,2022-04-29 18:08:35.775300, Dynamic Status,43,3466
2067,2022-04-29 18:08:37.779500, Dynamic Status,43,3466
2068,2022-04-29 18:08:39.782700, Dynamic Status,43,3466
2069,2022-04-29 18:08:41.784900, Dynamic Status,43,3466
2070,2022-04-29 18:08:43.789100, Dynamic Status,43,3466
2071,2022-04-29 18:08:45.791300, Dynamic Status,43,3466
2072,2022-04-29 18:08:47.791500, Dynamic Status,43,3466
2073,2022-04-29 18:08:49.793700, Dynamic Status,43,3466
2074,2022-04-29 18:08:51.794900, Dynamic Status,43,3466
2075,2022-04-29 18:08:53.806100, Dynamic Status,43,3466
2076,2022-04-29 18:08:55.809300, Dynamic Status,43,3466
2077,2022-04-29 18:08:57.815500, Dynamic Status,43,3466
2078,2022-04-29 18:08:59.814700, Dynamic Status,43,3466
2079,2022-04-29 18:09:01.818900, Dynamic Status,43,3466
2080,2022-04-29 18:09:03.822100, Dynamic Status,43,3466
2081,2022-04-29 18:09:05.822300, Dynamic Status,43,3466
2082,2022-04-29 18:09:07.828500, Dynamic Status,43,3466
2083,2022-04-29 18:09:09.824700, Dynamic Status,43,3466
2084,2022-04-29 18:09:11.824900, Dynamic Status,43,3466
2085,2022-04-29 18:09:13.836100, Dynamic Status,43,3466
2086,2022-04-29 18:09:15.840300, Dynamic Status,43,3466
2087,2022-04-29 18:09:17.850500, Dynamic Status,43,3466
2088,2022-04-29 18:09:19.853700, Dynamic Status,43,3466
2089,2022-04-29 18:09:21.856900, Dynamic Status,43,3466
2090,2022-04-29 18:09:23.856100, Dynamic Status,43,3466
2091,2022-04-29 18:09:25.859300, Dynamic Status,43,3466
2092,2022-04-29 18:09:27.861500, Dynamic Status,43,3466
2093,2022-04-29 18:09:29.865700, Dynamic Status,43,3466
2094,2022-04-29 18:09:31.865900, Dynamic Status,43,3466
2095,2022-04-29 18:09:33.867100, Dynamic Status,43,3466
2096,2022-04-29 18:09:35.869300, Dynamic Status,43,3466
2097,2022-04-29 18:09:37.871500, Dynamic Status,43,3466
2098,2022-04-29 18:09:39.874700, Dynamic Status,43,3466
2099,2022-04-29 18:09:41.878900, Dynamic Status,43,3466
2100,2022-04-29 18:09:43.886100, Dynamic Status,43,3466
2101,2022-04-29 18:09:45.889300, Dynamic Status,43,3466
2102,2022-04-29 18:09:47.890500, Dynamic Status,43,3466
2103,2022-04-29 18:09:49.897700, Dynamic Status,43,3466
2104,2022-04-29 18:09:52.306000, Dynamic Status,43,3466
2105,2022-04-29 18:09:53.903100, Dynamic Status,43,3466
2106,2022-04-29 18:09:55.906300, Dynamic Status,43,3466
2107,2022-04-29 18:09:57.904500, Dynamic Status,43,3466
2108,2022-04-29 18:09:59.909700, Dynamic Status,43,3466
2109,2022-04-29 18:10:01.917900, Dynamic Status,43,3466
2110,2022-04-29 18:10:03.924100, Dynamic Status,43,3466
2111,2022-04-29 18:10:05.933300, Dynamic Status,43,3466
2112,2022-04-29 18:10:07.943500, Dynamic Status,43,3466
2113,2022-04-29 18:10:09.951700, Dynamic Status,43,3466
2114,2022-04-29 18:10:11.958900, Dynamic Status,43,3466
2115,2022-04-29 18:10:13.965100, Dynamic Status,43,3466
2116,2022-04-29 18:10:15.973300, Dynamic Status,43,3466
2117,2022-04-29 18:10:17.984500, Dynamic Status,43,3466
2118,2022-04-29 18:10:19.981700, Dynamic Status,43,3466
2119,2022-04-29 18:10:21.988900, Dynamic Status,43,3466
2120,2022-04-29 18:10:23.998100, Dynamic Status,43,3466
2121,2022-04-29 18:10:26.005300, Dynamic Status,43,3466
2122,2022-04-29 18:10:28.012500, Dynamic Status,43,3466
2123,2022-04-29 18:10:30.022700, Dynamic Status,43,3466
2124,2022-04-29 18:10:32.028900, Dynamic Status,43,3466
2125,2022-04-29 18:10:34.039100, Dynamic Status,43,3466
2126,2022-04-29 18:10:36.046300, Dynamic Status,43,3466
2127,2022-04-29 18:10:38.053500, Dynamic Status,43,3466
2128,2022-04-29 18:10:40.059700, Dynamic Status,43,3466
2129,2022-04-29 18:10:42.067900, Dynamic Status,43,3466
2130,2022-04-29 18:10:44.075100, Dynamic Status,43,3466
2131,2022-04-29 18:10:46.082300, Dynamic Status,43,3466
2132,2022-04-29 18:10:48.087500, Dynamic Status,43,3466
2133,2022-04-29 18:10:50.103700, Dynamic Status,43,3466
2134,2022-04-29 18:10:52.100900, Dynamic Status,43,3466
2135,2022-04-29 18:10:54.109100, Dynamic Status,43,3466
2136,2022-04-29 18:10:56.117300, Dynamic Status,43,3466
2137,2022-04-29 18:10:58.124500, Dynamic Status,43,3466
2138,2022-04-29 18:11:00.134700, Dynamic Status,43,3466
2139,2022-04-29 18:11:02.140900, Dynamic Status,43,3466
2140,2022-04-29 18:11:04.148100, Dynamic Status,43,3466
2141,2022-04-29 18:11:06.156300, Dynamic Status,43,3466
2142,2022-04-29 18:11:08.163500, Dynamic Status,43,3466
2143,2022-04-29 18:11:10.167700, Dynamic Status,43,3466
2144,2022-04-29 18:11:12.173900, Dynamic Status,43,3466
2145,2022-04-29 18:11:14.179100, Dynamic Status,43,3466
2146,2022-04-29 18:11:16.189300, Dynamic Status,43,3466
2147,2022-04-29 18:11:18.194500, Dynamic Status,43,3466
2148,2022-04-29 18:11:20.196700, Dynamic Status,43,3466
2149,2022-04-29 18:11:22.205900, Dynamic Status,43,3466
2150,2022-04-29 18:11:24.213100, Dynamic Status,43,3466
2151,2022-04-29 18:11:26.224300, Dynamic Status,43,3466
2152,2022-04-29 18:11:28.229500, Dynamic Status,43,3466
2153,2022-04-29 18:11:30.239700, Dynamic Status,43,3466
2154,2022-04-29 18:11:32.249000, Dynamic Status,43,3466
2155,2022-04-29 18:11:34.257200, Dynamic Status,43,3466
2156,2022-04-29 18:11:36.268400, Dynamic Status,43,3466
2157,2022-04-29 18:11:38.265600, Dynamic Status,43,3466
2158,2022-04-29 18:11:40.271800, Dynamic Status,43,3466
2159,2022-04-29 18:11:42.277000, Dynamic Status,43,3466
2160,2022-04-29 18:11:44.283200, Dynamic Status,43,3466
2161,2022-04-29 18:11:46.291400, Dynamic Status,43,3466
2162,2022-04-29 18:11:48.299600, Dynamic Status,43,3466
2163,2022-04-29 18:11:50.307800, Dynamic Status,43,3466
2164,2022-04-29 18:11:52.322000, Dynamic Status,43,3466
2165,2022-04-29 18:11:54.320200, Dynamic Status,43,3466
2166,2022-04-29 18:11:56.323400, Dynamic Status,43,3466
2167,2022-04-29 18:11:58.338600, Dynamic Status,43,3466
2168,2022-04-29 18:12:00.338800, Dynamic Status,43,3466
2169,2022-04-29 18:12:02.342000, Dynamic Status,43,3466
2170,2022-04-29 18:12:04.343200, Dynamic Status,43,3466
2171,2022-04-29 18:12:06.345400, Dynamic Status,43,3466
2172,2022-04-29 18:12:08.346600, Dynamic Status,43,3466
2173,2022-04-29 18:12:10.347800, Dynamic Status,43,3466
2174,2022-04-29 18:12:12.349000, Dynamic Status,43,3466
2175,2022-04-29 18:12:14.350200, Dynamic Status,43,3466
2176,2022-04-29 18:12:16.355400, Dynamic Status,43,3466
2177,2022-04-29 18:12:18.356600, Dynamic Status,43,3466
2178,2022-04-29 18:12:20.366800, Dynamic Status,43,3466
2179,2022-04-29 18:12:22.370000, Dynamic Status,43,3466
2180,2022-04-29 18:12:24.374200, Dynamic Status,43,3466
2181,2022-04-29 18:12:26.373400, Dynamic Status,43,3466
2182,2022-04-29 18:12:28.384600, Dynamic Status,43,3466
2183,2022-04-29 18:12:30.384800, Dynamic Status,43,3466
2184,2022-04-29 18:12:32.385000, Dynamic Status,43,3466
2185,2022-04-29 18:12:34.395200, Dynamic Status,43,3466
2186,2022-04-29 18:12:36.398400, Dynamic Status,43,3466
2187,2022-04-29 18:12:38.400600, Dynamic Status,43,3466
2188,2022-04-29 18:12:40.401800, Dynamic Status,43,3466
2189,2022-04-29 18:12:42.405000, Dynamic Status,43,3466
2190,2022-04-29 18:12:44.406200, Dynamic Status,43,3466
2191,2022-04-29 18:12:46.408400, Dynamic Status,43,3466
2192,2022-04-29 18:12:48.409600, Dynamic Status,43,3466
2193,2022-04-29 18:12:50.410800, Dynamic Status,43,3466
2194,2022-04-29 18:12:52.412000, Dynamic Status,43,3466
2195,2022-04-29 18:12:54.413200, Dynamic Status,43,3466
2196,2022-04-29 18:12:56.419400, Dynamic Status,43,3466
2197,2022-04-29 18:12:58.416600, Dynamic Status,43,3466
2198,2022-04-29 18:13:00.419800, Dynamic Status,43,3466
2199,2022-04-29 18:13:02.421000, Dynamic Status,43,3466
2200,2022-04-29 18:13:04.421200, Dynamic Status,43,3466
2201,2022-04-29 18:13:06.424400, Dynamic Status,43,3466
2202,2022-04-29 18:13:08.425600, Dynamic Status,43,3466
2203,2022-04-29 18:13:10.425800, Dynamic Status,43,3466
2204,2022-04-29 18:13:12.429000, Dynamic Status,43,3466
2205,2022-04-29 18:13:14.432200, Dynamic Status,43,3466
2206,2022-04-29 18:13:16.434400, Dynamic Status,43,3466
2207,2022-04-29 18:13:18.446600, Dynamic Status,43,3466
2208,2022-04-29 18:13:20.446800, Dynamic Status,43,3466
2209,2022-04-29 18:13:22.449000, Dynamic Status,43,3466
2210,2022-04-29 18:13:24.489200, Dynamic Status,43,3466
2211,2022-04-29 18:13:26.452400, Dynamic Status,43,3466
2212,2022-04-29 18:13:28.456600, Dynamic Status,43,3466
2213,2022-04-29 18:13:30.454800, Dynamic Status,43,3466
2214,2022-04-29 18:13:32.465000, Dynamic Status,43,3466
2215,2022-04-29 18:13:34.467200, Dynamic Status,43,3466
2216,2022-04-29 18:13:36.469400, Dynamic Status,43,3466
2217,2022-04-29 18:13:38.473600, Dynamic Status,43,3466
2218,2022-04-29 18:13:40.480800, Dynamic Status,43,3466
2219,2022-04-29 18:13:42.483000, Dynamic Status,43,3466
2220,2022-04-29 18:13:44.488200, Dynamic Status,43,3466
2221,2022-04-29 18:13:46.488400, Dynamic Status,43,3466
2222,2022-04-29 18:13:48.496600, Dynamic Status,43,3466
2223,2022-04-29 18:13:50.492800, Dynamic Status,43,3466
2224,2022-04-29 18:13:52.498000, Dynamic Status,43,3466
2225,2022-04-29 18:13:54.501200, Dynamic Status,43,3466
2226,2022-04-29 18:13:56.504400, Dynamic Status,43,3466
2227,2022-04-29 18:13:58.506600, Dynamic Status,43,3466
2228,2022-04-29 18:14:00.508800, Dynamic Status,43,3466
2229,2022-04-29 18:14:02.516000, Dynamic Status,43,3466
2230,2022-04-29 18:14:04.522200, Dynamic Status,43,3466
2231,2022-04-29 18:14:06.530400, Dynamic Status,43,3466
2232,2022-04-29 18:14:08.540600, Dynamic Status,43,3466
2233,2022-04-29 18:14:10.546800, Dynamic Status,43,3466
2234,2022-04-29 18:14:12.552000, Dynamic Status,43,3466
2235,2022-04-29 18:14:14.562200, Dynamic Status,43,3466
2236,2022-04-29 18:14:16.574400, Dynamic Status,43,3466
2237,2022-04-29 18:14:18.578600, Dynamic Status,43,3466
2238,2022-04-29 18:14:20.586800, Dynamic Status,43,3466
2239,2022-04-29 18:14:22.599000, Dynamic Status,43,3466
2240,2022-04-29 18:14:24.649200, Dynamic Status,43,3466
2241,2022-04-29 18:14:26.611400, Dynamic Status,43,3466
2242,2022-04-29 18:14:28.618600, Dynamic Status,43,3466
2243,2022-04-29 18:14:30.618800, Dynamic Status,43,3466
2244,2022-04-29 18:14:32.625000, Dynamic Status,43,3466
2245,2022-04-29 18:14:35.143200, Dynamic Status,43,3466
2246,2022-04-29 18:14:36.644400, Dynamic Status,43,3466
2247,2022-04-29 18:14:38.648600, Dynamic Status,43,3466
2248,2022-04-29 18:14:40.655800, Dynamic Status,43,3466
2249,2022-04-29 18:14:42.663000, Dynamic Status,43,3466
2250,2022-04-29 18:14:44.704200, Dynamic Status,43,3466
2251,2022-04-29 18:14:46.677400, Dynamic Status,43,3466
2252,2022-04-29 18:14:48.687600, Dynamic Status,43,3466
2253,2022-04-29 18:14:50.695800, Dynamic Status,43,3466
2254,2022-04-29 18:14:52.704000, Dynamic Status,43,3466
2255,2022-04-29 18:14:54.714200, Dynamic Status,43,3466
2256,2022-04-29 18:14:56.716400, Dynamic Status,43,3466
2257,2022-04-29 18:14:58.726600, Dynamic Status,43,3466
2258,2022-04-29 18:15:00.726800, Dynamic Status,43,3466
2259,2022-04-29 18:15:02.729000, Dynamic Status,43,3466
2260,2022-04-29 18:15:04.739200, Dynamic Status,43,3466
2261,2022-04-29 18:15:06.741400, Dynamic Status,43,3466
2262,2022-04-29 18:15:08.749600, Dynamic Status,43,3466
2263,2022-04-29 18:15:10.756800, Dynamic Status,43,3466
2264,2022-04-29 18:15:12.767000, Dynamic Status,43,3466
2265,2022-04-29 18:15:14.777200, Dynamic Status,43,3466
2266,2022-04-29 18:15:16.784400, Dynamic Status,43,3466
2267,2022-04-29 18:15:18.788600, Dynamic Status,43,3466
2268,2022-04-29 18:15:20.798800, Dynamic Status,43,3466
2269,2022-04-29 18:15:22.809000, Dynamic Status,43,3466
2270,2022-04-29 18:15:24.817200, Dynamic Status,43,3466
2271,2022-04-29 18:15:26.825400, Dynamic Status,43,3466
2272,2022-04-29 18:15:28.829600, Dynamic Status,43,3466
2273,2022-04-29 18:15:30.834800, Dynamic Status,43,3466
2274,2022-04-29 18:15:32.846000, Dynamic Status,43,3466
2275,2022-04-29 18:15:34.846200, Dynamic Status,43,3466
2276,2022-04-29 18:15:36.852400, Dynamic Status,43,3466
2277,2022-04-29 18:15:38.856600, Dynamic Status,43,3466
2278,2022-04-29 18:15:40.863800, Dynamic Status,43,3466
2279,2022-04-29 18:15:42.872000, Dynamic Status,43,3466
2280,2022-04-29 18:15:44.877200, Dynamic Status,43,3466
2281,2022-04-29 18:15:46.883400, Dynamic Status,43,3466
2282,2022-04-29 18:15:48.884600, Dynamic Status,43,3466
2283,2022-04-29 18:15:50.891800, Dynamic Status,43,3466
2284,2022-04-29 18:15:52.901000, Dynamic Status,43,3466
2285,2022-04-29 18:15:54.903200, Dynamic Status,43,3466
2286,2022-04-29 18:15:56.913400, Dynamic Status,43,3466
2287,2022-04-29 18:15:58.921600, Dynamic Status,43,3466
2288,2022-04-29 18:16:00.923800, Dynamic Status,43,3466
2289,2022-04-29 18:16:02.934000, Dynamic Status,43,3466
2290,2022-04-29 18:16:04.943200, Dynamic Status,43,3466
2291,2022-04-29 18:16:06.944400, Dynamic Status,43,3466
2292,2022-04-29 18:16:08.945600, Dynamic Status,43,3466
2293,2022-04-29 18:16:10.945800, Dynamic Status,43,3466
2294,2022-04-29 18:16:12.956000, Dynamic Status,43,3466
2295,2022-04-29 18:16:14.958200, Dynamic Status,43,3466
2296,2022-04-29 18:16:16.961400, Dynamic Status,43,3466
2297,2022-04-29 18:16:18.963600, Dynamic Status,43,3466
2298,2022-04-29 18:16:20.964800, Dynamic Status,43,3466
2299,2022-04-29 18:16:22.965000, Dynamic Status,43,3466
2300,2022-04-29 18:16:24.969200, Dynamic Status,43,3466
2301,2022-04-29 18:16:26.968400, Dynamic Status,43,3466
2302,2022-04-29 18:16:28.970600, Dynamic Status,43,3466
2303,2022-04-29 18:16:30.972800, Dynamic Status,43,3466
2304,2022-04-29 18:16:32.976000, Dynamic Status,43,3466
2305,2022-04-29 18:16:34.980200, Dynamic Status,43,3466
2306,2022-04-29 18:16:36.983400, Dynamic Status,43,3466
2307,2022-04-29 18:16:38.985600, Dynamic Status,43,3466
2308,2022-04-29 18:16:40.993800, Dynamic Status,43,3466
2309,2022-04-29 18:16:42.997000, Dynamic Status,43,3466
2310,2022-04-29 18:16:45.001200, Dynamic Status,43,3466
2311,2022-04-29 18:16:47.003400, Dynamic Status,43,3466
2312,2022-04-29 18:16:49.004600, Dynamic Status,43,3466
2313,2022-04-29 18:16:51.005800, Dynamic Status,43,3466
2314,2022-04-29 18:16:53.008000, Dynamic Status,43,3466
2315,2022-04-29 18:16:55.011200, Dynamic Status,43,3466
2316,2022-04-29 18:16:57.015400, Dynamic Status,43,3466
2317,2022-04-29 18:16:59.019600, Dynamic Status,43,3466
2318,2022-04-29 18:17:01.021800, Dynamic Status,43,3466
2319,2022-04-29 18:17:03.023000, Dynamic Status,43,3466
2320,2022-04-29 18:17:05.025200, Dynamic Status,43,3466
2321,2022-04-29 18:17:07.028400, Dynamic Status,43,3466
2322,2022-04-29 18:17:09.029600, Dynamic Status,43,3466
2323,2022-04-29 18:17:11.035800, Dynamic Status,43,3466
2324,2022-04-29 18:17:13.038000, Dynamic Status,43,3466
2325,2022-04-29 18:17:15.043200, Dynamic Status,43,3466
2326,2022-04-29 18:17:17.048400, Dynamic Status,43,3466
2327,2022-04-29 18:17:19.048600, Dynamic Status,43,3466
2328,2022-04-29 18:17:21.050800, Dynamic Status,43,3466
2329,2022-04-29 18:17:23.061000, Dynamic Status,43,3466
2330,2022-04-29 18:17:25.061200, Dynamic Status,43,3466
2331,2022-04-29 18:17:27.065400, Dynamic Status,43,3466
2332,2022-04-29 18:17:29.071600, Dynamic Status,43,3466
2333,2022-04-29 18:17:31.071800, Dynamic Status,43,3466
2334,2022-04-29 18:17:33.082000, Dynamic Status,43,3466
2335,2022-04-29 18:17:35.083200, Dynamic Status,43,3466
